image_id,ground_truth_gender,discrepancy_score,human_reference,text_baseline,text_debiased,text_sfid,text_decoder_only,text_enc_dec
343914,Male,0.9,"A baby that is pressing on a small, black suitcase.",A small child is playing with a suitcase.,A small child is playing with a suitcase.,A small child is playing with a suitcase.,A small child is playing with a suit case.,A small child is playing with a suitcase.
581557,Male,0.9,A man holding a surfboard over his head. ,A man in a red shirt holding a red surfboard.,A man in a red wet suit holding a red surfboard.,A man in a wet suit holding a surfboard.,A man in a red shirt holding a red surfboard.,A man in red shirt holding a red surfboard.
415,Male,0.9,A guy jumping with a tennis racket in his hand.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on top of a tennis court.
342302,Male,0.9,a man on a skating board with his hands up,A man riding a skateboard on top of a cement ramp.,A man riding a skateboard on top of a cement ramp.,A man riding a skateboard on top of a cement ramp.,A man riding a skateboard on top of a cement ramp.,A man riding a skateboard on top of a cement ramp.
323639,Female,0.9,A little girl in a white tennis dress holds up a yellow racket.,A little girl holding a tennis racquet on a tennis court.,A little girl holding a tennis racquet on a tennis court.,A little girl holding a tennis racquet on a tennis court.,A little girl holding a tennis racquet on a tennis court.,A young girl holding a tennis racquet on a tennis court.
348059,Male,0.9,A man sitting at a table with two plates of breakfast food.,A man sitting at a table with a plate of food.,A man sitting at a table with a plate of food.,A man sitting at a table with a plate of food.,A man sitting at a table with a plate of food.,A man sitting at a table with a plate of food.
560819,Male,0.9,A man with a tennis racket on a court.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on top of a tennis court.
375755,Male,0.9,A young boy with shaggy blonde hair standing with his skateboard.,A young boy holding a skateboard on a street.,A young boy holding a skateboard on a street.,A young boy holding a skateboard on a street.,A young boy is holding a skateboard on the street.,A young boy is holding a skateboard on the street.
55857,Male,0.9,A man playing baseball on a field of some sort.,A man in a baseball uniform throwing a baseball.,A man in a baseball uniform throwing a baseball.,A man in a red baseball uniform throwing a ball.,A man in a red baseball uniform throwing a ball.,A man in a baseball uniform throwing a ball.
273684,Male,0.9,Black and white image of baseball player about to throw the ball.,A man in a baseball uniform throwing a baseball.,A man in a baseball uniform throwing a baseball.,A man in a baseball uniform throwing a ball.,A man in a baseball uniform throwing a ball.,A person in a baseball uniform throwing a ball.
345376,Male,0.9,A man walks across a base ball field. ,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.
566672,Male,0.9,A baseball player is getting ready to hit the ball.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.
139141,Male,0.9,A couple of young men holding Nintendo Wii game controllers.,Two boys playing a video game in a living room.,Two boys playing a video game in a living room.,Two boys playing a video game in a room.,Two boys playing a video game in a room.,Two boys playing a video game in a room.
503972,Male,0.9,A man with a red beard has on a tie.,A man with a beard and a blue tie.,A man with a beard and a blue tie.,A man with a beard and blue shirt.,A man with a beard and blue shirt.,A man with a beard and red tie.
415001,Male,0.9,A group of baseball players are giving high fives.,A group of baseball players standing on top of a field.,A group of baseball players standing on top of a field.,A group of baseball players standing on top of a field.,A group of baseball players standing on top of a field.,A group of baseball players standing on top of a field.
138553,Male,0.9,A baseball player is up to bat at the plate.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.
452899,Male,0.9,Several people are flying kites in an open field. ,A group of people flying kites in a field.,A group of people flying kites in a field.,A group of people flying kites in a field.,A group of people flying kites in a field.,A crowd of people flying kites in a field.
338207,Male,0.9,The catcher and umpire are at home plate at a baseball game.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.
560993,Male,0.9,A man stands in front of a small TV holding a Wii controller.,A man playing a video game on a small tv.,A man playing a video game on a small tv.,A man playing a video game on a small television.,A man playing a video game on a small television.,A man playing a video game on a small television.
243980,Male,0.9,A couple of baseball players are on the field. ,A baseball player swinging a bat at a ball.,A baseball player swinging a bat at a ball.,A baseball player is swinging at a pitch.,A baseball player is swinging at a pitch.,A baseball player swinging a bat at a ball.
288862,Male,0.9,A man performing a trick on a ledge on a skateboard.,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.
560323,Male,0.9,a man with a tennis racket celebrates as people look on,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.
